trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
176.T6.11-MRe-1-y08-1.73.H,8:20:31,8:20:31,12902,2,,0,0,2913.298517
163.T6.11-MRe-2-y08-1.79.H,8:22:31,8:22:31,12902,2,,0,0,2913.298517
177.T6.11-MRe-1-y08-1.73.H,8:24:31,8:24:31,12902,2,,0,0,2913.298517
178.T6.11-MRe-1-y08-1.38.H,8:26:31,8:26:31,12902,2,,0,0,2913.298517
164.T6.11-MRe-2-y08-1.79.H,8:30:31,8:30:31,12902,2,,0,0,2913.298517
179.T6.11-MRe-1-y08-1.73.H,8:32:31,8:32:31,12902,2,,0,0,2913.298517
180.T6.11-MRe-1-y08-1.38.H,8:34:31,8:34:31,12902,2,,0,0,2913.298517
165.T6.11-MRe-2-y08-1.79.H,8:38:31,8:38:31,12902,2,,0,0,2913.298517
181.T6.11-MRe-1-y08-1.73.H,8:40:31,8:40:31,12902,2,,0,0,2913.298517
182.T6.11-MRe-1-y08-1.38.H,8:42:31,8:42:31,12902,2,,0,0,2913.298517
166.T6.11-MRe-2-y08-1.79.H,8:46:31,8:46:31,12902,2,,0,0,2913.298517
183.T6.11-MRe-1-y08-1.73.H,8:48:31,8:48:31,12902,2,,0,0,2913.298517
184.T6.11-MRe-1-y08-1.38.H,8:50:31,8:50:31,12902,2,,0,0,2913.298517
167.T6.11-MRe-2-y08-1.79.H,8:54:31,8:54:31,12902,2,,0,0,2913.298517
185.T6.11-MRe-1-y08-1.73.H,8:56:31,8:56:31,12902,2,,0,0,2913.298517
186.T6.11-MRe-1-y08-1.38.H,8:58:31,8:58:31,12902,2,,0,0,2913.298517
168.T6.11-MRe-2-y08-1.79.H,9:02:31,9:02:31,12902,2,,0,0,2913.298517
187.T6.11-MRe-1-y08-1.73.H,9:04:31,9:04:31,12902,2,,0,0,2913.298517
188.T6.11-MRe-1-y08-1.38.H,9:06:31,9:06:31,12902,2,,0,0,2913.298517
169.T6.11-MRe-2-y08-1.79.H,9:10:31,9:10:31,12902,2,,0,0,2913.298517
189.T6.11-MRe-1-y08-1.73.H,9:12:31,9:12:31,12902,2,,0,0,2913.298517
190.T6.11-MRe-1-y08-1.38.H,9:14:31,9:14:31,12902,2,,0,0,2913.298517
170.T6.11-MRe-2-y08-1.79.H,9:18:31,9:18:31,12902,2,,0,0,2913.298517
191.T6.11-MRe-1-y08-1.73.H,9:20:31,9:20:31,12902,2,,0,0,2913.298517
192.T6.11-MRe-1-y08-1.38.H,9:22:31,9:22:31,12902,2,,0,0,2913.298517
171.T6.11-MRe-2-y08-1.79.H,9:26:31,9:26:31,12902,2,,0,0,2913.298517
193.T6.11-MRe-1-y08-1.73.H,9:28:31,9:28:31,12902,2,,0,0,2913.298517
194.T6.11-MRe-1-y08-1.38.H,9:30:31,9:30:31,12902,2,,0,0,2913.298517
172.T6.11-MRe-2-y08-1.79.H,9:34:31,9:34:31,12902,2,,0,0,2913.298517
195.T6.11-MRe-1-y08-1.73.H,9:36:31,9:36:31,12902,2,,0,0,2913.298517
196.T6.11-MRe-1-y08-1.38.H,9:38:31,9:38:31,12902,2,,0,0,2913.298517
173.T6.11-MRe-2-y08-1.79.H,9:42:31,9:42:31,12902,2,,0,0,2913.298517
197.T6.11-MRe-1-y08-1.38.H,9:46:31,9:46:31,12902,2,,0,0,2913.298517
174.T6.11-MRe-2-y08-1.79.H,9:50:31,9:50:31,12902,2,,0,0,2913.298517
198.T6.11-MRe-1-y08-1.38.H,9:54:31,9:54:31,12902,2,,0,0,2913.298517
175.T6.11-MRe-2-y08-1.79.H,9:58:31,9:58:31,12902,2,,0,0,2913.298517
199.T6.11-MRe-1-y08-1.38.H,10:02:31,10:02:31,12902,2,,0,0,2913.298517
176.T6.11-MRe-2-y08-1.79.H,10:06:31,10:06:31,12902,2,,0,0,2913.298517
200.T6.11-MRe-1-y08-1.38.H,10:10:31,10:10:31,12902,2,,0,0,2913.298517
177.T6.11-MRe-2-y08-1.79.H,10:14:31,10:14:31,12902,2,,0,0,2913.298517
201.T6.11-MRe-1-y08-1.38.H,10:18:31,10:18:31,12902,2,,0,0,2913.298517
178.T6.11-MRe-2-y08-1.79.H,10:22:31,10:22:31,12902,2,,0,0,2913.298517
202.T6.11-MRe-1-y08-1.38.H,10:26:31,10:26:31,12902,2,,0,0,2913.298517
179.T6.11-MRe-2-y08-1.79.H,10:30:31,10:30:31,12902,2,,0,0,2913.298517
203.T6.11-MRe-1-y08-1.38.H,10:34:31,10:34:31,12902,2,,0,0,2913.298517
180.T6.11-MRe-2-y08-1.79.H,10:38:31,10:38:31,12902,2,,0,0,2913.298517
204.T6.11-MRe-1-y08-1.38.H,10:42:31,10:42:31,12902,2,,0,0,2913.298517
181.T6.11-MRe-2-y08-1.79.H,10:46:31,10:46:31,12902,2,,0,0,2913.298517
205.T6.11-MRe-1-y08-1.38.H,10:50:31,10:50:31,12902,2,,0,0,2913.298517
182.T6.11-MRe-2-y08-1.79.H,10:54:31,10:54:31,12902,2,,0,0,2913.298517
206.T6.11-MRe-1-y08-1.38.H,10:58:31,10:58:31,12902,2,,0,0,2913.298517
183.T6.11-MRe-2-y08-1.79.H,11:02:31,11:02:31,12902,2,,0,0,2913.298517
207.T6.11-MRe-1-y08-1.38.H,11:06:31,11:06:31,12902,2,,0,0,2913.298517
184.T6.11-MRe-2-y08-1.79.H,11:10:31,11:10:31,12902,2,,0,0,2913.298517
208.T6.11-MRe-1-y08-1.38.H,11:14:31,11:14:31,12902,2,,0,0,2913.298517
185.T6.11-MRe-2-y08-1.79.H,11:18:31,11:18:31,12902,2,,0,0,2913.298517
209.T6.11-MRe-1-y08-1.38.H,11:22:31,11:22:31,12902,2,,0,0,2913.298517
186.T6.11-MRe-2-y08-1.79.H,11:26:31,11:26:31,12902,2,,0,0,2913.298517
210.T6.11-MRe-1-y08-1.38.H,11:30:31,11:30:31,12902,2,,0,0,2913.298517
187.T6.11-MRe-2-y08-1.79.H,11:34:31,11:34:31,12902,2,,0,0,2913.298517
211.T6.11-MRe-1-y08-1.38.H,11:38:31,11:38:31,12902,2,,0,0,2913.298517
188.T6.11-MRe-2-y08-1.79.H,11:42:31,11:42:31,12902,2,,0,0,2913.298517
212.T6.11-MRe-1-y08-1.38.H,11:46:31,11:46:31,12902,2,,0,0,2913.298517
189.T6.11-MRe-2-y08-1.79.H,11:50:31,11:50:31,12902,2,,0,0,2913.298517
213.T6.11-MRe-1-y08-1.38.H,11:54:31,11:54:31,12902,2,,0,0,2913.298517
190.T6.11-MRe-2-y08-1.79.H,11:58:31,11:58:31,12902,2,,0,0,2913.298517
214.T6.11-MRe-1-y08-1.38.H,12:02:31,12:02:31,12902,2,,0,0,2913.298517
191.T6.11-MRe-2-y08-1.79.H,12:06:31,12:06:31,12902,2,,0,0,2913.298517
215.T6.11-MRe-1-y08-1.38.H,12:10:31,12:10:31,12902,2,,0,0,2913.298517
192.T6.11-MRe-2-y08-1.79.H,12:14:31,12:14:31,12902,2,,0,0,2913.298517
216.T6.11-MRe-1-y08-1.38.H,12:18:31,12:18:31,12902,2,,0,0,2913.298517
193.T6.11-MRe-2-y08-1.79.H,12:22:31,12:22:31,12902,2,,0,0,2913.298517
217.T6.11-MRe-1-y08-1.38.H,12:26:31,12:26:31,12902,2,,0,0,2913.298517
194.T6.11-MRe-2-y08-1.79.H,12:30:31,12:30:31,12902,2,,0,0,2913.298517
218.T6.11-MRe-1-y08-1.38.H,12:34:31,12:34:31,12902,2,,0,0,2913.298517
195.T6.11-MRe-2-y08-1.79.H,12:38:31,12:38:31,12902,2,,0,0,2913.298517
219.T6.11-MRe-1-y08-1.38.H,12:42:31,12:42:31,12902,2,,0,0,2913.298517
196.T6.11-MRe-2-y08-1.79.H,12:46:31,12:46:31,12902,2,,0,0,2913.298517
220.T6.11-MRe-1-y08-1.38.H,12:50:31,12:50:31,12902,2,,0,0,2913.298517
197.T6.11-MRe-2-y08-1.79.H,12:54:31,12:54:31,12902,2,,0,0,2913.298517
221.T6.11-MRe-1-y08-1.38.H,12:58:31,12:58:31,12902,2,,0,0,2913.298517
198.T6.11-MRe-2-y08-1.79.H,13:02:31,13:02:31,12902,2,,0,0,2913.298517
222.T6.11-MRe-1-y08-1.38.H,13:06:31,13:06:31,12902,2,,0,0,2913.298517
199.T6.11-MRe-2-y08-1.79.H,13:10:31,13:10:31,12902,2,,0,0,2913.298517
223.T6.11-MRe-1-y08-1.38.H,13:14:31,13:14:31,12902,2,,0,0,2913.298517
200.T6.11-MRe-2-y08-1.79.H,13:18:31,13:18:31,12902,2,,0,0,2913.298517
224.T6.11-MRe-1-y08-1.38.H,13:22:31,13:22:31,12902,2,,0,0,2913.298517
201.T6.11-MRe-2-y08-1.79.H,13:26:31,13:26:31,12902,2,,0,0,2913.298517
225.T6.11-MRe-1-y08-1.38.H,13:30:31,13:30:31,12902,2,,0,0,2913.298517
202.T6.11-MRe-2-y08-1.79.H,13:34:31,13:34:31,12902,2,,0,0,2913.298517
226.T6.11-MRe-1-y08-1.38.H,13:38:31,13:38:31,12902,2,,0,0,2913.298517
203.T6.11-MRe-2-y08-1.79.H,13:42:31,13:42:31,12902,2,,0,0,2913.298517
227.T6.11-MRe-1-y08-1.38.H,13:46:31,13:46:31,12902,2,,0,0,2913.298517
204.T6.11-MRe-2-y08-1.79.H,13:50:31,13:50:31,12902,2,,0,0,2913.298517
228.T6.11-MRe-1-y08-1.38.H,13:54:31,13:54:31,12902,2,,0,0,2913.298517
205.T6.11-MRe-2-y08-1.79.H,13:58:31,13:58:31,12902,2,,0,0,2913.298517
229.T6.11-MRe-1-y08-1.38.H,14:02:31,14:02:31,12902,2,,0,0,2913.298517
206.T6.11-MRe-2-y08-1.79.H,14:06:31,14:06:31,12902,2,,0,0,2913.298517
230.T6.11-MRe-1-y08-1.38.H,14:10:31,14:10:31,12902,2,,0,0,2913.298517
207.T6.11-MRe-2-y08-1.79.H,14:14:31,14:14:31,12902,2,,0,0,2913.298517
231.T6.11-MRe-1-y08-1.38.H,14:18:31,14:18:31,12902,2,,0,0,2913.298517
208.T6.11-MRe-2-y08-1.79.H,14:22:31,14:22:31,12902,2,,0,0,2913.298517
232.T6.11-MRe-1-y08-1.38.H,14:26:31,14:26:31,12902,2,,0,0,2913.298517
209.T6.11-MRe-2-y08-1.79.H,14:30:31,14:30:31,12902,2,,0,0,2913.298517
233.T6.11-MRe-1-y08-1.38.H,14:34:31,14:34:31,12902,2,,0,0,2913.298517
210.T6.11-MRe-2-y08-1.79.H,14:38:31,14:38:31,12902,2,,0,0,2913.298517
234.T6.11-MRe-1-y08-1.38.H,14:42:31,14:42:31,12902,2,,0,0,2913.298517
211.T6.11-MRe-2-y08-1.79.H,14:46:31,14:46:31,12902,2,,0,0,2913.298517
235.T6.11-MRe-1-y08-1.38.H,14:50:31,14:50:31,12902,2,,0,0,2913.298517
212.T6.11-MRe-2-y08-1.79.H,14:54:31,14:54:31,12902,2,,0,0,2913.298517
236.T6.11-MRe-1-y08-1.38.H,14:58:31,14:58:31,12902,2,,0,0,2913.298517
213.T6.11-MRe-2-y08-1.79.H,15:02:31,15:02:31,12902,2,,0,0,2913.298517
237.T6.11-MRe-1-y08-1.38.H,15:06:31,15:06:31,12902,2,,0,0,2913.298517
214.T6.11-MRe-2-y08-1.79.H,15:10:31,15:10:31,12902,2,,0,0,2913.298517
238.T6.11-MRe-1-y08-1.38.H,15:14:31,15:14:31,12902,2,,0,0,2913.298517
215.T6.11-MRe-2-y08-1.79.H,15:18:31,15:18:31,12902,2,,0,0,2913.298517
239.T6.11-MRe-1-y08-1.38.H,15:22:31,15:22:31,12902,2,,0,0,2913.298517
216.T6.11-MRe-2-y08-1.79.H,15:26:31,15:26:31,12902,2,,0,0,2913.298517
240.T6.11-MRe-1-y08-1.38.H,15:30:31,15:30:31,12902,2,,0,0,2913.298517
217.T6.11-MRe-2-y08-1.79.H,15:34:31,15:34:31,12902,2,,0,0,2913.298517
241.T6.11-MRe-1-y08-1.38.H,15:38:31,15:38:31,12902,2,,0,0,2913.298517
218.T6.11-MRe-2-y08-1.79.H,15:42:31,15:42:31,12902,2,,0,0,2913.298517
242.T6.11-MRe-1-y08-1.38.H,15:46:31,15:46:31,12902,2,,0,0,2913.298517
219.T6.11-MRe-2-y08-1.79.H,15:50:31,15:50:31,12902,2,,0,0,2913.298517
243.T6.11-MRe-1-y08-1.38.H,15:54:31,15:54:31,12902,2,,0,0,2913.298517
220.T6.11-MRe-2-y08-1.79.H,15:58:31,15:58:31,12902,2,,0,0,2913.298517
244.T6.11-MRe-1-y08-1.73.H,16:00:31,16:00:31,12902,2,,0,0,2913.298517
245.T6.11-MRe-1-y08-1.38.H,16:02:31,16:02:31,12902,2,,0,0,2913.298517
221.T6.11-MRe-2-y08-1.79.H,16:06:31,16:06:31,12902,2,,0,0,2913.298517
246.T6.11-MRe-1-y08-1.73.H,16:08:31,16:08:31,12902,2,,0,0,2913.298517
247.T6.11-MRe-1-y08-1.38.H,16:10:31,16:10:31,12902,2,,0,0,2913.298517
222.T6.11-MRe-2-y08-1.79.H,16:14:31,16:14:31,12902,2,,0,0,2913.298517
248.T6.11-MRe-1-y08-1.73.H,16:16:31,16:16:31,12902,2,,0,0,2913.298517
249.T6.11-MRe-1-y08-1.38.H,16:18:31,16:18:31,12902,2,,0,0,2913.298517
223.T6.11-MRe-2-y08-1.79.H,16:22:31,16:22:31,12902,2,,0,0,2913.298517
250.T6.11-MRe-1-y08-1.73.H,16:24:31,16:24:31,12902,2,,0,0,2913.298517
251.T6.11-MRe-1-y08-1.38.H,16:26:31,16:26:31,12902,2,,0,0,2913.298517
224.T6.11-MRe-2-y08-1.79.H,16:30:31,16:30:31,12902,2,,0,0,2913.298517
252.T6.11-MRe-1-y08-1.73.H,16:32:31,16:32:31,12902,2,,0,0,2913.298517
253.T6.11-MRe-1-y08-1.38.H,16:34:31,16:34:31,12902,2,,0,0,2913.298517
225.T6.11-MRe-2-y08-1.79.H,16:38:31,16:38:31,12902,2,,0,0,2913.298517
254.T6.11-MRe-1-y08-1.73.H,16:40:31,16:40:31,12902,2,,0,0,2913.298517
255.T6.11-MRe-1-y08-1.38.H,16:42:31,16:42:31,12902,2,,0,0,2913.298517
256.T6.11-MRe-1-y08-1.73.H,16:44:31,16:44:31,12902,2,,0,0,2913.298517
226.T6.11-MRe-2-y08-1.79.H,16:46:31,16:46:31,12902,2,,0,0,2913.298517
257.T6.11-MRe-1-y08-1.73.H,16:48:31,16:48:31,12902,2,,0,0,2913.298517
258.T6.11-MRe-1-y08-1.38.H,16:50:31,16:50:31,12902,2,,0,0,2913.298517
259.T6.11-MRe-1-y08-1.73.H,16:52:31,16:52:31,12902,2,,0,0,2913.298517
227.T6.11-MRe-2-y08-1.79.H,16:54:31,16:54:31,12902,2,,0,0,2913.298517
260.T6.11-MRe-1-y08-1.73.H,16:56:31,16:56:31,12902,2,,0,0,2913.298517
261.T6.11-MRe-1-y08-1.38.H,16:58:31,16:58:31,12902,2,,0,0,2913.298517
228.T6.11-MRe-2-y08-1.79.H,17:02:31,17:02:31,12902,2,,0,0,2913.298517
262.T6.11-MRe-1-y08-1.73.H,17:04:31,17:04:31,12902,2,,0,0,2913.298517
263.T6.11-MRe-1-y08-1.38.H,17:06:31,17:06:31,12902,2,,0,0,2913.298517
264.T6.11-MRe-1-y08-1.73.H,17:08:31,17:08:31,12902,2,,0,0,2913.298517
229.T6.11-MRe-2-y08-1.79.H,17:10:31,17:10:31,12902,2,,0,0,2913.298517
265.T6.11-MRe-1-y08-1.73.H,17:12:31,17:12:31,12902,2,,0,0,2913.298517
266.T6.11-MRe-1-y08-1.38.H,17:14:31,17:14:31,12902,2,,0,0,2913.298517
267.T6.11-MRe-1-y08-1.73.H,17:16:31,17:16:31,12902,2,,0,0,2913.298517
230.T6.11-MRe-2-y08-1.79.H,17:18:31,17:18:31,12902,2,,0,0,2913.298517
268.T6.11-MRe-1-y08-1.73.H,17:20:31,17:20:31,12902,2,,0,0,2913.298517
269.T6.11-MRe-1-y08-1.38.H,17:22:31,17:22:31,12902,2,,0,0,2913.298517
270.T6.11-MRe-1-y08-1.73.H,17:24:31,17:24:31,12902,2,,0,0,2913.298517
231.T6.11-MRe-2-y08-1.79.H,17:26:31,17:26:31,12902,2,,0,0,2913.298517
271.T6.11-MRe-1-y08-1.73.H,17:28:31,17:28:31,12902,2,,0,0,2913.298517
272.T6.11-MRe-1-y08-1.38.H,17:30:31,17:30:31,12902,2,,0,0,2913.298517
273.T6.11-MRe-1-y08-1.73.H,17:32:31,17:32:31,12902,2,,0,0,2913.298517
232.T6.11-MRe-2-y08-1.79.H,17:34:31,17:34:31,12902,2,,0,0,2913.298517
274.T6.11-MRe-1-y08-1.73.H,17:36:31,17:36:31,12902,2,,0,0,2913.298517
275.T6.11-MRe-1-y08-1.38.H,17:38:31,17:38:31,12902,2,,0,0,2913.298517
276.T6.11-MRe-1-y08-1.73.H,17:40:31,17:40:31,12902,2,,0,0,2913.298517
233.T6.11-MRe-2-y08-1.79.H,17:42:31,17:42:31,12902,2,,0,0,2913.298517
277.T6.11-MRe-1-y08-1.73.H,17:44:31,17:44:31,12902,2,,0,0,2913.298517
278.T6.11-MRe-1-y08-1.38.H,17:46:31,17:46:31,12902,2,,0,0,2913.298517
234.T6.11-MRe-2-y08-1.79.H,17:50:31,17:50:31,12902,2,,0,0,2913.298517
279.T6.11-MRe-1-y08-1.73.H,17:52:31,17:52:31,12902,2,,0,0,2913.298517
280.T6.11-MRe-1-y08-1.38.H,17:54:31,17:54:31,12902,2,,0,0,2913.298517
235.T6.11-MRe-2-y08-1.79.H,17:58:31,17:58:31,12902,2,,0,0,2913.298517
281.T6.11-MRe-1-y08-1.73.H,18:00:31,18:00:31,12902,2,,0,0,2913.298517
282.T6.11-MRe-1-y08-1.38.H,18:02:31,18:02:31,12902,2,,0,0,2913.298517
337.T6.11-MRe-1-y08-1.73.H,18:04:31,18:04:31,12902,2,,0,0,2913.298517
236.T6.11-MRe-2-y08-1.79.H,18:06:31,18:06:31,12902,2,,0,0,2913.298517
338.T6.11-MRe-1-y08-1.73.H,18:08:31,18:08:31,12902,2,,0,0,2913.298517
339.T6.11-MRe-1-y08-1.38.H,18:10:31,18:10:31,12902,2,,0,0,2913.298517
237.T6.11-MRe-2-y08-1.79.H,18:14:31,18:14:31,12902,2,,0,0,2913.298517
340.T6.11-MRe-1-y08-1.73.H,18:16:31,18:16:31,12902,2,,0,0,2913.298517
341.T6.11-MRe-1-y08-1.38.H,18:18:31,18:18:31,12902,2,,0,0,2913.298517
238.T6.11-MRe-2-y08-1.79.H,18:22:31,18:22:31,12902,2,,0,0,2913.298517
342.T6.11-MRe-1-y08-1.73.H,18:24:31,18:24:31,12902,2,,0,0,2913.298517
343.T6.11-MRe-1-y08-1.38.H,18:26:31,18:26:31,12902,2,,0,0,2913.298517
239.T6.11-MRe-2-y08-1.79.H,18:30:31,18:30:31,12902,2,,0,0,2913.298517
344.T6.11-MRe-1-y08-1.73.H,18:32:31,18:32:31,12902,2,,0,0,2913.298517
345.T6.11-MRe-1-y08-1.38.H,18:34:31,18:34:31,12902,2,,0,0,2913.298517
240.T6.11-MRe-2-y08-1.79.H,18:38:31,18:38:31,12902,2,,0,0,2913.298517
346.T6.11-MRe-1-y08-1.73.H,18:40:31,18:40:31,12902,2,,0,0,2913.298517
347.T6.11-MRe-1-y08-1.38.H,18:42:31,18:42:31,12902,2,,0,0,2913.298517
241.T6.11-MRe-2-y08-1.79.H,18:46:31,18:46:31,12902,2,,0,0,2913.298517
348.T6.11-MRe-1-y08-1.73.H,18:48:31,18:48:31,12902,2,,0,0,2913.298517
349.T6.11-MRe-1-y08-1.38.H,18:50:31,18:50:31,12902,2,,0,0,2913.298517
242.T6.11-MRe-2-y08-1.79.H,18:54:31,18:54:31,12902,2,,0,0,2913.298517
350.T6.11-MRe-1-y08-1.38.H,18:58:31,18:58:31,12902,2,,0,0,2913.298517
243.T6.11-MRe-2-y08-1.79.H,19:02:31,19:02:31,12902,2,,0,0,2913.298517
351.T6.11-MRe-1-y08-1.38.H,19:06:31,19:06:31,12902,2,,0,0,2913.298517
244.T6.11-MRe-2-y08-1.79.H,19:10:31,19:10:31,12902,2,,0,0,2913.298517
352.T6.11-MRe-1-y08-1.38.H,19:14:31,19:14:31,12902,2,,0,0,2913.298517
245.T6.11-MRe-2-y08-1.79.H,19:18:31,19:18:31,12902,2,,0,0,2913.298517
353.T6.11-MRe-1-y08-1.38.H,19:22:31,19:22:31,12902,2,,0,0,2913.298517
246.T6.11-MRe-2-y08-1.79.H,19:26:31,19:26:31,12902,2,,0,0,2913.298517
354.T6.11-MRe-1-y08-1.38.H,19:30:31,19:30:31,12902,2,,0,0,2913.298517
247.T6.11-MRe-2-y08-1.79.H,19:34:31,19:34:31,12902,2,,0,0,2913.298517
355.T6.11-MRe-1-y08-1.38.H,19:38:31,19:38:31,12902,2,,0,0,2913.298517
248.T6.11-MRe-2-y08-1.79.H,19:42:31,19:42:31,12902,2,,0,0,2913.298517
356.T6.11-MRe-1-y08-1.38.H,19:46:31,19:46:31,12902,2,,0,0,2913.298517
249.T6.11-MRe-2-y08-1.79.H,19:50:31,19:50:31,12902,2,,0,0,2913.298517
