trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
357.T6.11-MRe-1-y08-1.38.H,19:54:31,19:54:31,12902,2,,0,0,2913.298517
250.T6.11-MRe-2-y08-1.79.H,19:58:31,19:58:31,12902,2,,0,0,2913.298517
358.T6.11-MRe-1-y08-1.38.H,20:02:31,20:02:31,12902,2,,0,0,2913.298517
251.T6.11-MRe-2-y08-1.79.H,20:06:31,20:06:31,12902,2,,0,0,2913.298517
359.T6.11-MRe-1-y08-1.38.H,20:10:31,20:10:31,12902,2,,0,0,2913.298517
252.T6.11-MRe-2-y08-1.79.H,20:14:31,20:14:31,12902,2,,0,0,2913.298517
360.T6.11-MRe-1-y08-1.38.H,20:18:31,20:18:31,12902,2,,0,0,2913.298517
253.T6.11-MRe-2-y08-1.79.H,20:22:31,20:22:31,12902,2,,0,0,2913.298517
361.T6.11-MRe-1-y08-1.38.H,20:26:31,20:26:31,12902,2,,0,0,2913.298517
254.T6.11-MRe-2-y08-1.79.H,20:30:31,20:30:31,12902,2,,0,0,2913.298517
362.T6.11-MRe-1-y08-1.38.H,20:34:31,20:34:31,12902,2,,0,0,2913.298517
255.T6.11-MRe-2-y08-1.79.H,20:38:31,20:38:31,12902,2,,0,0,2913.298517
363.T6.11-MRe-1-y08-1.38.H,20:42:31,20:42:31,12902,2,,0,0,2913.298517
256.T6.11-MRe-2-y08-1.79.H,20:46:31,20:46:31,12902,2,,0,0,2913.298517
364.T6.11-MRe-1-y08-1.38.H,20:50:31,20:50:31,12902,2,,0,0,2913.298517
257.T6.11-MRe-2-y08-1.79.H,20:54:31,20:54:31,12902,2,,0,0,2913.298517
365.T6.11-MRe-1-y08-1.38.H,20:58:31,20:58:31,12902,2,,0,0,2913.298517
258.T6.11-MRe-2-y08-1.79.H,21:02:31,21:02:31,12902,2,,0,0,2913.298517
366.T6.11-MRe-1-y08-1.38.H,21:06:31,21:06:31,12902,2,,0,0,2913.298517
259.T6.11-MRe-2-y08-1.79.H,21:10:31,21:10:31,12902,2,,0,0,2913.298517
367.T6.11-MRe-1-y08-1.38.H,21:14:31,21:14:31,12902,2,,0,0,2913.298517
260.T6.11-MRe-2-y08-1.79.H,21:18:31,21:18:31,12902,2,,0,0,2913.298517
368.T6.11-MRe-1-y08-1.38.H,21:22:31,21:22:31,12902,2,,0,0,2913.298517
261.T6.11-MRe-2-y08-1.79.H,21:26:31,21:26:31,12902,2,,0,0,2913.298517
369.T6.11-MRe-1-y08-1.38.H,21:30:31,21:30:31,12902,2,,0,0,2913.298517
262.T6.11-MRe-2-y08-1.79.H,21:34:31,21:34:31,12902,2,,0,0,2913.298517
370.T6.11-MRe-1-y08-1.38.H,21:38:31,21:38:31,12902,2,,0,0,2913.298517
263.T6.11-MRe-2-y08-1.79.H,21:42:31,21:42:31,12902,2,,0,0,2913.298517
371.T6.11-MRe-1-y08-1.38.H,21:46:31,21:46:31,12902,2,,0,0,2913.298517
264.T6.11-MRe-2-y08-1.79.H,21:50:31,21:50:31,12902,2,,0,0,2913.298517
372.T6.11-MRe-1-y08-1.38.H,21:54:31,21:54:31,12902,2,,0,0,2913.298517
265.T6.11-MRe-2-y08-1.79.H,21:58:31,21:58:31,12902,2,,0,0,2913.298517
373.T6.11-MRe-1-y08-1.38.H,22:02:31,22:02:31,12902,2,,0,0,2913.298517
266.T6.11-MRe-2-y08-1.79.H,22:06:31,22:06:31,12902,2,,0,0,2913.298517
374.T6.11-MRe-1-y08-1.38.H,22:10:31,22:10:31,12902,2,,0,0,2913.298517
267.T6.11-MRe-2-y08-1.79.H,22:14:31,22:14:31,12902,2,,0,0,2913.298517
375.T6.11-MRe-1-y08-1.38.H,22:18:31,22:18:31,12902,2,,0,0,2913.298517
268.T6.11-MRe-2-y08-1.79.H,22:22:31,22:22:31,12902,2,,0,0,2913.298517
388.T6.11-MRe-1-y08-1.38.H,22:26:31,22:26:31,12902,2,,0,0,2913.298517
269.T6.11-MRe-2-y08-1.79.H,22:30:31,22:30:31,12902,2,,0,0,2913.298517
389.T6.11-MRe-1-y08-1.38.H,22:34:31,22:34:31,12902,2,,0,0,2913.298517
270.T6.11-MRe-2-y08-1.79.H,22:38:31,22:38:31,12902,2,,0,0,2913.298517
390.T6.11-MRe-1-y08-1.38.H,22:42:31,22:42:31,12902,2,,0,0,2913.298517
271.T6.11-MRe-2-y08-1.79.H,22:46:31,22:46:31,12902,2,,0,0,2913.298517
391.T6.11-MRe-1-y08-1.38.H,22:50:31,22:50:31,12902,2,,0,0,2913.298517
272.T6.11-MRe-2-y08-1.79.H,22:54:31,22:54:31,12902,2,,0,0,2913.298517
392.T6.11-MRe-1-y08-1.38.H,22:58:31,22:58:31,12902,2,,0,0,2913.298517
273.T6.11-MRe-2-y08-1.79.H,23:02:31,23:02:31,12902,2,,0,0,2913.298517
393.T6.11-MRe-1-y08-1.38.H,23:06:31,23:06:31,12902,2,,0,0,2913.298517
274.T6.11-MRe-2-y08-1.79.H,23:10:31,23:10:31,12902,2,,0,0,2913.298517
394.T6.11-MRe-1-y08-1.38.H,23:14:31,23:14:31,12902,2,,0,0,2913.298517
275.T6.11-MRe-2-y08-1.79.H,23:18:31,23:18:31,12902,2,,0,0,2913.298517
395.T6.11-MRe-1-y08-1.38.H,23:22:31,23:22:31,12902,2,,0,0,2913.298517
276.T6.11-MRe-2-y08-1.79.H,23:26:31,23:26:31,12902,2,,0,0,2913.298517
396.T6.11-MRe-1-y08-1.38.H,23:30:31,23:30:31,12902,2,,0,0,2913.298517
277.T6.11-MRe-2-y08-1.79.H,23:34:31,23:34:31,12902,2,,0,0,2913.298517
397.T6.11-MRe-1-y08-1.38.H,23:38:31,23:38:31,12902,2,,0,0,2913.298517
278.T6.11-MRe-2-y08-1.79.H,23:42:31,23:42:31,12902,2,,0,0,2913.298517
398.T6.11-MRe-1-y08-1.38.H,23:46:31,23:46:31,12902,2,,0,0,2913.298517
279.T6.11-MRe-2-y08-1.79.H,23:50:31,23:50:31,12902,2,,0,0,2913.298517
399.T6.11-MRe-1-y08-1.38.H,23:54:31,23:54:31,12902,2,,0,0,2913.298517
